page,text,p,start,end,type,description
235,two,2,26,29,CARDINAL,Numerals that do not fall under another type
235,Brüchenau,2,69,78,GPE,"Countries, cities, states"
235,Hammelburg,2,127,137,GPE,"Countries, cities, states"
235,summer,2,161,167,DATE,Absolute or relative dates or periods
235,Germany,2,233,240,GPE,"Countries, cities, states"
236,"Monday, July 31, 1922",1,0,21,DATE,Absolute or relative dates or periods
236,Kissingen,2,0,9,GPE,"Countries, cities, states"
236,Frauenroth,3,22,32,LOC,"Non-GPE locations, mountain ranges, bodies of water"
236,B.B.,4,0,4,PERSON,"People, including fictional"
236,Edith Wharton’s,4,16,31,PERSON,"People, including fictional"
236,Glimpses of the Moon,4,43,63,WORK_OF_ART,"Titles of books, songs, etc."
236,Charley Du Bos,6,17,31,PERSON,"People, including fictional"
236,Clutton Brock,6,65,78,PERSON,"People, including fictional"
237,"Tuesday, August 1, 1922",1,0,23,DATE,Absolute or relative dates or periods
237,Main,3,90,94,FAC,"Buildings, airports, highways, bridges, etc."
237,Lohr,3,102,106,FAC,"Buildings, airports, highways, bridges, etc."
237,about 7,3,116,123,TIME,Times smaller than a day
237,the evening,3,145,156,TIME,Times smaller than a day
237,Dumarts,3,166,173,PERSON,"People, including fictional"
237,2 years,3,376,383,DATE,Absolute or relative dates or periods
237,Dublin,3,394,400,GPE,"Countries, cities, states"
237,Irish,3,441,446,NORP,Nationalities or religious or political groups
237,Church,3,498,504,ORG,"Companies, agencies, institutions, etc."
237,England,3,533,540,GPE,"Countries, cities, states"
237,England,3,610,617,GPE,"Countries, cities, states"
238,"Wednesday, August 2, 1922",1,0,25,DATE,Absolute or relative dates or periods
238,Frankfort,2,0,9,GPE,"Countries, cities, states"
238,the morning,3,6,17,TIME,Times smaller than a day
238,Städelinstitut,3,25,39,ORG,"Companies, agencies, institutions, etc."
238,Herr Swarzenski,3,63,78,PERSON,"People, including fictional"
238,Dumarts,3,103,110,PERSON,"People, including fictional"
238,the Frankfürter Hof,3,114,133,FAC,"Buildings, airports, highways, bridges, etc."
238,Orb,5,18,21,LOC,"Non-GPE locations, mountain ranges, bodies of water"
238,yesterday,5,89,98,DATE,Absolute or relative dates or periods
238,Gellenhausen,6,11,23,FAC,"Buildings, airports, highways, bridges, etc."
238,Cathedral,6,36,45,FAC,"Buildings, airports, highways, bridges, etc."
238,Riemenschneider,6,78,93,PERSON,"People, including fictional"
238,Chinese,7,94,101,NORP,Nationalities or religious or political groups
239,"Thursday, August 3, 1922",1,0,24,DATE,Absolute or relative dates or periods
239,KissingenNicky,2,0,14,PERSON,"People, including fictional"
239,the afternoon,4,3,16,TIME,Times smaller than a day
239,Münnerstadt,4,28,39,GPE,"Countries, cities, states"
239,Church,4,83,89,FAC,"Buildings, airports, highways, bridges, etc."
239,the evening,5,3,14,TIME,Times smaller than a day
239,Strauss,5,58,65,PERSON,"People, including fictional"
239,Don Juan,5,67,75,WORK_OF_ART,"Titles of books, songs, etc."
239,Eugenspiel,5,81,91,WORK_OF_ART,"Titles of books, songs, etc."
239,Meistersäuger,5,111,124,WORK_OF_ART,"Titles of books, songs, etc."
239,Dutch,5,161,166,NORP,Nationalities or religious or political groups
239,Dirch Foch,5,182,192,PERSON,"People, including fictional"
239,Ray,6,0,3,PERSON,"People, including fictional"
239,Chiswick-Brixton,6,34,50,FAC,"Buildings, airports, highways, bridges, etc."
239,2,7,1,2,CARDINAL,Numerals that do not fall under another type
239,V. Sackville-West’s,8,7,26,PERSON,"People, including fictional"
239,The Heir,8,35,43,WORK_OF_ART,"Titles of books, songs, etc."
239,The Heritage,8,84,96,WORK_OF_ART,"Titles of books, songs, etc."
239,A Dragon in Shallow Waters,8,103,129,WORK_OF_ART,"Titles of books, songs, etc."
240,"Friday, August 4, 1922",1,0,22,DATE,Absolute or relative dates or periods
240,Kissingen,2,25,34,GPE,"Countries, cities, states"
240,The day,3,0,7,DATE,Absolute or relative dates or periods
240,Würzburg,3,53,61,GPE,"Countries, cities, states"
240,B.B.,3,69,73,PERSON,"People, including fictional"
240,Tiepolo,3,101,108,PERSON,"People, including fictional"
240,Nicky,4,0,5,PERSON,"People, including fictional"
240,Romanesque,4,76,86,NORP,Nationalities or religious or political groups
240,Egyptian,4,91,99,NORP,Nationalities or religious or political groups
240,Riemenschneiders,5,13,29,PERSON,"People, including fictional"
240,Cathedral,5,50,59,FAC,"Buildings, airports, highways, bridges, etc."
240,Schloss,6,23,30,PERSON,"People, including fictional"
240,Nicky,6,45,50,PERSON,"People, including fictional"
240,B.B.,6,137,141,PERSON,"People, including fictional"
240,Nicky,7,0,5,PERSON,"People, including fictional"
240,Lytton Strachey,7,17,32,PERSON,"People, including fictional"
240,Voltaire,7,36,44,PERSON,"People, including fictional"
240,England,7,48,55,GPE,"Countries, cities, states"
241,"Saturday, August 5, 1922",1,0,24,DATE,Absolute or relative dates or periods
241,Nicky,2,0,5,PERSON,"People, including fictional"
241,Fräulein Austen-Sachsen,2,37,60,PERSON,"People, including fictional"
241,Brückenau,2,65,74,GPE,"Countries, cities, states"
241,B.B.,3,0,4,PERSON,"People, including fictional"
241,Kloster Kreuzberg,3,22,39,FAC,"Buildings, airports, highways, bridges, etc."
241,the Way of the Cross,3,61,81,FAC,"Buildings, airports, highways, bridges, etc."
241,the day,3,147,154,DATE,Absolute or relative dates or periods
241,the morning,4,3,14,TIME,Times smaller than a day
241,Dicky _,4,15,22,PERSON,"People, including fictional"
241,_,4,22,23,PERSON,"People, including fictional"
241,_,4,23,24,PERSON,"People, including fictional"
241,B.B.,4,38,42,PERSON,"People, including fictional"
241,Frankfort,4,83,92,GPE,"Countries, cities, states"
241,Gaus,4,114,118,PERSON,"People, including fictional"
241,Creswell,5,21,29,PERSON,"People, including fictional"
241,Cairo,5,33,38,GPE,"Countries, cities, states"
241,Creswell,5,83,91,PERSON,"People, including fictional"
241,Arab,5,180,184,NORP,Nationalities or religious or political groups
241,Cairo,5,201,206,GPE,"Countries, cities, states"
241,200,5,262,265,MONEY,"Monetary values, including unit"
241,2 years,5,277,284,DATE,Absolute or relative dates or periods
242,"Sunday, August 6, 1922",1,0,22,DATE,Absolute or relative dates or periods
242,Kissingen,2,25,34,GPE,"Countries, cities, states"
242,Motored,3,6,13,ORG,"Companies, agencies, institutions, etc."
242,Brückenau,3,17,26,GPE,"Countries, cities, states"
242,Nicky,3,44,49,PERSON,"People, including fictional"
242,Fräulein Austen-Sachsen,3,66,89,PERSON,"People, including fictional"
242,40 odd,3,123,129,DATE,Absolute or relative dates or periods
242,Russia,3,198,204,GPE,"Countries, cities, states"
242,evening,4,20,27,TIME,Times smaller than a day
242,Adrian,5,74,80,PERSON,"People, including fictional"
242,Freudian,5,190,198,NORP,Nationalities or religious or political groups
243,"Monday, August 7, 1922",1,0,22,DATE,Absolute or relative dates or periods
243,Our last day,2,0,12,DATE,Absolute or relative dates or periods
243,Doktor Hofrath Leusser,2,28,50,PERSON,"People, including fictional"
243,German,2,96,102,NORP,Nationalities or religious or political groups
243,Frau Frick,3,9,19,PERSON,"People, including fictional"
243,12,4,0,2,CARDINAL,Numerals that do not fall under another type
243,Prinz Regenten Strasse,4,3,25,FAC,"Buildings, airports, highways, bridges, etc."
243,Kissingen,5,0,9,GPE,"Countries, cities, states"
244,"Tuesday, August 8, 1922",1,0,23,DATE,Absolute or relative dates or periods
244,Aschaffenbach,3,58,71,FAC,"Buildings, airports, highways, bridges, etc."
244,Palace,3,84,90,FAC,"Buildings, airports, highways, bridges, etc."
244,Bible,3,187,192,WORK_OF_ART,"Titles of books, songs, etc."
244,B. B.,3,308,313,PERSON,"People, including fictional"
244,Grobheit,3,405,413,WORK_OF_ART,"Titles of books, songs, etc."
244,English,3,458,465,LANGUAGE,Any named language
244,1000 marks,3,500,510,MONEY,"Monetary values, including unit"
244,5,3,542,543,CARDINAL,Numerals that do not fall under another type
244,Tintoretto,4,11,21,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
244,the Wolfs Dined,4,35,50,ORG,"Companies, agencies, institutions, etc."
244,Frankfurt,4,54,63,GPE,"Countries, cities, states"
244,Nicky,4,69,74,PERSON,"People, including fictional"
244,geb. von Flotow) Kesler,4,99,122,PERSON,"People, including fictional"
244,Nicky,4,205,210,PERSON,"People, including fictional"
245,"Wednesday, August 9, 1922",1,0,25,DATE,Absolute or relative dates or periods
245,Harwich,2,44,51,GPE,"Countries, cities, states"
245,Städel,3,4,10,FAC,"Buildings, airports, highways, bridges, etc."
245,the Sculpture Museum,3,15,35,ORG,"Companies, agencies, institutions, etc."
245,morning,3,39,46,TIME,Times smaller than a day
245,Tintoretto,3,72,82,WORK_OF_ART,"Titles of books, songs, etc."
245,Baltic,3,112,118,NORP,Nationalities or religious or political groups
245,Nicky,3,130,135,PERSON,"People, including fictional"
245,Eliza,4,0,5,PERSON,"People, including fictional"
245,12.15,4,21,26,TIME,Times smaller than a day
245,midnight,4,57,65,TIME,Times smaller than a day
245,Edith,5,7,12,PERSON,"People, including fictional"
246,"Thursday, August 10, 1922",1,0,25,DATE,Absolute or relative dates or periods
246,London,3,11,17,GPE,"Countries, cities, states"
246,9.30 a.m.,3,21,30,TIME,Times smaller than a day
246,Ray,3,50,53,PERSON,"People, including fictional"
246,Barbara,3,94,101,PERSON,"People, including fictional"
246,1.30 train,4,82,92,TIME,Times smaller than a day
246,Fareham,4,105,112,GPE,"Countries, cities, states"
246,4,4,116,117,TIME,Times smaller than a day
246,Ann,4,142,145,PERSON,"People, including fictional"
246,Judy,4,150,154,PERSON,"People, including fictional"
246,Cave,4,191,195,PERSON,"People, including fictional"
246,Alys,5,0,4,PERSON,"People, including fictional"
246,Logan,5,28,33,PERSON,"People, including fictional"
246,Navers,6,14,20,PERSON,"People, including fictional"
246,25,6,22,24,MONEY,"Monetary values, including unit"
247,"Friday, August 11, 1922",1,0,23,DATE,Absolute or relative dates or periods
247,This year,3,0,9,DATE,Absolute or relative dates or periods
247,first,3,114,119,ORDINAL,"""first"", ""second"", etc."
247,Whitall Nicholson,3,252,269,PERSON,"People, including fictional"
247,The Bed-time Story-Books,4,1,25,WORK_OF_ART,"Titles of books, songs, etc."
247,Thornton Burgess,4,30,46,PERSON,"People, including fictional"
247,"Little, Brown and Co. Boston",4,48,76,ORG,"Companies, agencies, institutions, etc."
247,Buster Bear,4,79,90,WORK_OF_ART,"Titles of books, songs, etc."
247,Old Man Coyote,4,97,111,WORK_OF_ART,"Titles of books, songs, etc."
247,a year ago,5,60,70,DATE,Absolute or relative dates or periods
247,Saidee Nordhoff,5,98,113,PERSON,"People, including fictional"
247,Gram,5,217,221,PERSON,"People, including fictional"
247,Saidee,6,0,6,PERSON,"People, including fictional"
248,"Saturday, August 12, 1922",1,0,25,DATE,Absolute or relative dates or periods
248,Saidee,4,0,6,PERSON,"People, including fictional"
248,Logan,4,150,155,PERSON,"People, including fictional"
248,Cystopurin,4,159,169,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
248,3,4,172,173,CARDINAL,Numerals that do not fall under another type
248,Saidee,4,234,240,PERSON,"People, including fictional"
248,Boat,4,253,257,WORK_OF_ART,"Titles of books, songs, etc."
248,B.B.,5,0,4,PERSON,"People, including fictional"
248,Nicky,5,9,14,PERSON,"People, including fictional"
248,Cassel,5,26,32,GPE,"Countries, cities, states"
248,today,5,33,38,DATE,Absolute or relative dates or periods
248,2,6,1,2,CARDINAL,Numerals that do not fall under another type
248,Algar,7,5,10,PERSON,"People, including fictional"
248,von Hügel’s,7,40,51,PERSON,"People, including fictional"
249,"Sunday, August 13, 1922",1,0,23,DATE,Absolute or relative dates or periods
249,Warsash  Grey,2,0,13,PERSON,"People, including fictional"
249,the end of 1918,3,102,117,DATE,Absolute or relative dates or periods
249,the day,4,12,19,DATE,Absolute or relative dates or periods
249,Nordhoff,4,67,75,PERSON,"People, including fictional"
249,Saidee,4,86,92,PERSON,"People, including fictional"
249,the Boy Scouts’ camp,5,38,58,ORG,"Companies, agencies, institutions, etc."
249,Alys,5,74,78,PERSON,"People, including fictional"
249,Julia,5,83,88,PERSON,"People, including fictional"
249,Santayana,5,139,148,WORK_OF_ART,"Titles of books, songs, etc."
249,Dickens,5,152,159,PERSON,"People, including fictional"
249,B.B.,6,0,4,PERSON,"People, including fictional"
249,Nicky,6,9,14,PERSON,"People, including fictional"
249,Hildesheim,6,18,28,GPE,"Countries, cities, states"
250,"Monday, August 14, 1922",1,0,23,DATE,Absolute or relative dates or periods
250,morning,3,27,34,TIME,Times smaller than a day
250,Alys,3,48,52,PERSON,"People, including fictional"
250,Ray,3,109,112,PERSON,"People, including fictional"
250,Barbara,3,117,124,PERSON,"People, including fictional"
250,6,3,140,141,CARDINAL,Numerals that do not fall under another type
250,Fareham,3,145,152,FAC,"Buildings, airports, highways, bridges, etc."
250,Barbara,3,154,161,PERSON,"People, including fictional"
250,ten years old,3,195,208,DATE,Absolute or relative dates or periods
250,Saidee,4,0,6,PERSON,"People, including fictional"
250,B.B.,5,0,4,PERSON,"People, including fictional"
250,Nicky,5,9,14,PERSON,"People, including fictional"
250,Magdeburg,5,18,27,GPE,"Countries, cities, states"
250,2,6,1,2,CARDINAL,Numerals that do not fall under another type
250,Alys,7,11,15,PERSON,"People, including fictional"
250,Logan,7,17,22,PERSON,"People, including fictional"
250,Sarah Nordhoff,7,28,42,PERSON,"People, including fictional"
250,Julia,7,44,49,PERSON,"People, including fictional"
250,Barbara,7,51,58,PERSON,"People, including fictional"
250,Ann,7,60,63,PERSON,"People, including fictional"
250,Christopher,7,65,76,PERSON,"People, including fictional"
250,Judy,7,78,82,PERSON,"People, including fictional"
250,2,7,84,85,CARDINAL,Numerals that do not fall under another type
250,Lucy,7,94,98,PERSON,"People, including fictional"
250,3,7,108,109,CARDINAL,Numerals that do not fall under another type
250,15,8,0,2,CARDINAL,Numerals that do not fall under another type
251,"Tuesday, August 15, 1922",1,0,24,DATE,Absolute or relative dates or periods
251,morning,3,6,13,TIME,Times smaller than a day
251,Ray,3,23,26,PERSON,"People, including fictional"
251,Ford,3,46,50,PERSON,"People, including fictional"
251,Dedo Serristori,4,15,30,PERSON,"People, including fictional"
251,the St_l__ro.,4,85,98,FAC,"Buildings, airports, highways, bridges, etc."
252,"Wednesday, August 16, 1922",1,0,26,DATE,Absolute or relative dates or periods
252,4,3,29,30,CARDINAL,Numerals that do not fall under another type
252,Ray,3,41,44,PERSON,"People, including fictional"
252,Sarah N[ordhoff,3,46,61,PERSON,"People, including fictional"
252,The Road to Endor,4,6,23,WORK_OF_ART,"Titles of books, songs, etc."
252,Barbara,4,28,35,PERSON,"People, including fictional"
252,Hook,5,14,18,PERSON,"People, including fictional"
252,Ray,6,14,17,PERSON,"People, including fictional"
252,Marching On,6,21,32,WORK_OF_ART,"Titles of books, songs, etc."
252,Ray,7,5,8,PERSON,"People, including fictional"
252,150,7,14,17,MONEY,"Monetary values, including unit"
252,Karin,8,0,5,PERSON,"People, including fictional"
252,Psycho,8,37,43,WORK_OF_ART,"Titles of books, songs, etc."
252,Analysis,8,44,52,WORK_OF_ART,"Titles of books, songs, etc."
252,ten years,8,66,75,DATE,Absolute or relative dates or periods
252,Sarah,9,5,10,PERSON,"People, including fictional"
252,Sarah,9,194,199,PERSON,"People, including fictional"
253,"Thursday, August 17, 1922",1,0,25,DATE,Absolute or relative dates or periods
253,Warsash,2,0,7,GPE,"Countries, cities, states"
253,Ray,3,13,16,PERSON,"People, including fictional"
253,Hook,4,14,18,PERSON,"People, including fictional"
253,Alys,4,24,28,PERSON,"People, including fictional"
253,The Bed-time Story-books”,5,1,26,WORK_OF_ART,"Titles of books, songs, etc."
253,Thornton Burgess,5,30,46,PERSON,"People, including fictional"
253,up to 10,5,74,82,DATE,Absolute or relative dates or periods
253,The Adventures of Buster Bear,5,100,129,WORK_OF_ART,"Titles of books, songs, etc."
253,Nicky,6,0,5,PERSON,"People, including fictional"
253,B.B.,6,96,100,PERSON,"People, including fictional"
254,"Friday, August 18, 1922",1,0,23,DATE,Absolute or relative dates or periods
254,Alys,3,0,4,PERSON,"People, including fictional"
254,Logan,3,6,11,PERSON,"People, including fictional"
254,Lucy,3,20,24,PERSON,"People, including fictional"
254,Saidee,3,32,38,PERSON,"People, including fictional"
254,Ray,3,40,43,PERSON,"People, including fictional"
254,Julia,3,45,50,PERSON,"People, including fictional"
254,Salvemini,3,52,61,PERSON,"People, including fictional"
254,4,3,67,68,CARDINAL,Numerals that do not fall under another type
254,2,3,78,79,CARDINAL,Numerals that do not fall under another type
254,Grey,4,0,4,PERSON,"People, including fictional"
254,Salvemini,5,0,9,PERSON,"People, including fictional"
254,6.30,5,21,25,TIME,Times smaller than a day
254,Southampton,5,29,40,GPE,"Countries, cities, states"
254,Ray,6,0,3,PERSON,"People, including fictional"
254,Barbara,6,17,24,PERSON,"People, including fictional"
254,Burley,6,28,34,GPE,"Countries, cities, states"
254,the New Forest,6,38,52,LOC,"Non-GPE locations, mountain ranges, bodies of water"
254,Clough,6,72,78,PERSON,"People, including fictional"
254,Salvemini,7,0,9,PERSON,"People, including fictional"
254,England,7,93,100,GPE,"Countries, cities, states"
255,"Saturday, August 19, 1922",1,0,25,DATE,Absolute or relative dates or periods
255,Day,3,0,3,DATE,Absolute or relative dates or periods
255,Barbara,4,0,7,PERSON,"People, including fictional"
255,English,4,21,28,LANGUAGE,Any named language
255,Salvemini,4,33,42,PERSON,"People, including fictional"
256,"Sunday, August 20, 1922",1,0,23,DATE,Absolute or relative dates or periods
256,Salvemini,4,25,34,PERSON,"People, including fictional"
256,the evening,4,48,59,TIME,Times smaller than a day
256,Bay Scouts,4,87,97,ORG,"Companies, agencies, institutions, etc."
256,dozen,4,122,127,CARDINAL,Numerals that do not fall under another type
256,15,4,160,162,CARDINAL,Numerals that do not fall under another type
256,Italy,4,205,210,GPE,"Countries, cities, states"
256,England,4,279,286,GPE,"Countries, cities, states"
256,2,6,1,2,CARDINAL,Numerals that do not fall under another type
256,Santayana,7,5,14,PERSON,"People, including fictional"
256,Soliloquies in England,7,18,40,WORK_OF_ART,"Titles of books, songs, etc."
256,Gilbert Murray’s,8,0,16,PERSON,"People, including fictional"
257,"Monday, August 21, 1922",1,0,23,DATE,Absolute or relative dates or periods
257,Ray,3,0,3,PERSON,"People, including fictional"
257,Julia,3,8,13,PERSON,"People, including fictional"
257,the morning,3,22,33,TIME,Times smaller than a day
257,Salvemini,4,41,50,PERSON,"People, including fictional"
257,Dermod McCarthy,4,66,81,PERSON,"People, including fictional"
257,Salvemini,4,116,125,PERSON,"People, including fictional"
257,11,4,156,158,DATE,Absolute or relative dates or periods
257,Italy,4,205,210,GPE,"Countries, cities, states"
257,Barbara,6,1,8,PERSON,"People, including fictional"
257,Dermod,6,14,20,PERSON,"People, including fictional"
257,2,7,1,2,CARDINAL,Numerals that do not fall under another type
257,Nicky,8,38,43,PERSON,"People, including fictional"
258,"Tuesday, August 22, 1922",1,0,24,DATE,Absolute or relative dates or periods
258,Alys Logan,3,0,10,PERSON,"People, including fictional"
258,Sarah,3,15,20,PERSON,"People, including fictional"
258,Salvemini,3,22,31,GPE,"Countries, cities, states"
258,Salvemini,4,5,14,PERSON,"People, including fictional"
258,Guido,4,37,42,PERSON,"People, including fictional"
258,Anita,4,54,59,PERSON,"People, including fictional"
258,B.B.,5,32,36,PERSON,"People, including fictional"
258,Nicky,5,41,46,PERSON,"People, including fictional"
258,Munich,5,50,56,GPE,"Countries, cities, states"
258,Jo Duveen,5,62,71,PERSON,"People, including fictional"
259,"Wednesday, August 23, 1922",1,0,26,DATE,Absolute or relative dates or periods
259,55,2,0,2,CARDINAL,Numerals that do not fall under another type
259,Oakley St.,2,3,13,FAC,"Buildings, airports, highways, bridges, etc."
259,Chelsea,3,0,7,GPE,"Countries, cities, states"
259,Val Washington’s,4,0,16,PERSON,"People, including fictional"
259,5,5,0,1,CARDINAL,Numerals that do not fall under another type
259,London,6,8,14,GPE,"Countries, cities, states"
259,Salvemini,6,22,31,PERSON,"People, including fictional"
259,Karin,6,36,41,PERSON,"People, including fictional"
259,Firth Hendersons’.,6,62,80,ORG,"Companies, agencies, institutions, etc."
259,Italian,7,42,49,NORP,Nationalities or religious or political groups
259,Saidee,8,10,16,PERSON,"People, including fictional"
259,Grace,8,162,167,PERSON,"People, including fictional"
259,Val,8,172,175,PERSON,"People, including fictional"
259,the evening,8,179,190,TIME,Times smaller than a day
260,"Thursday, August 24, 1922",1,0,25,DATE,Absolute or relative dates or periods
260,Barbara,3,0,7,PERSON,"People, including fictional"
260,Dermod.,3,34,41,PERSON,"People, including fictional"
260,Alys Logan,3,42,52,PERSON,"People, including fictional"
260,Grace,4,34,39,PERSON,"People, including fictional"
260,Egyptian,4,64,72,NORP,Nationalities or religious or political groups
260,Emily,4,118,123,PERSON,"People, including fictional"
260,Assyrian,4,158,166,NORP,Nationalities or religious or political groups
260,Egyptian,4,191,199,NORP,Nationalities or religious or political groups
260,Emily,5,25,30,PERSON,"People, including fictional"
260,5.30,5,57,61,TIME,Times smaller than a day
261,"Friday, August 25, 1922",1,0,23,DATE,Absolute or relative dates or periods
261,one,3,6,9,CARDINAL,Numerals that do not fall under another type
261,Barbara,4,7,14,PERSON,"People, including fictional"
261,Dermod,4,19,25,PERSON,"People, including fictional"
261,Ford,4,33,37,ORG,"Companies, agencies, institutions, etc."
261,the Meon River,4,58,72,LOC,"Non-GPE locations, mountain ranges, bodies of water"
261,Titchfield,4,76,86,GPE,"Countries, cities, states"
261,about 2 m[iles,4,123,137,QUANTITY,"Measurements, as of weight or distance"
261,Dermod,4,269,275,PERSON,"People, including fictional"
261,Michael,4,286,293,PERSON,"People, including fictional"
261,19,4,314,316,DATE,Absolute or relative dates or periods
261,Cave,5,25,29,PERSON,"People, including fictional"
262,"Saturday, August 26, 1922",1,0,25,DATE,Absolute or relative dates or periods
262,today,3,7,12,DATE,Absolute or relative dates or periods
262,the fine day,3,13,25,DATE,Absolute or relative dates or periods
262,yesterday,3,30,39,DATE,Absolute or relative dates or periods
262,Alys,4,12,16,PERSON,"People, including fictional"
262,B.B.,5,0,4,PERSON,"People, including fictional"
262,Jo,5,17,19,PERSON,"People, including fictional"
262,Carl Hamilton’s,5,64,79,PERSON,"People, including fictional"
262,Verrocchio,5,80,90,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
262,Maltees,5,99,106,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
262,Clarence Mackay,5,110,125,PERSON,"People, including fictional"
262,2,6,1,2,CARDINAL,Numerals that do not fall under another type
262,B.B.,7,24,28,PERSON,"People, including fictional"
262,Nicky,7,33,38,PERSON,"People, including fictional"
262,Munich,7,42,48,GPE,"Countries, cities, states"
263,"Sunday, August 27, 1922",1,0,23,DATE,Absolute or relative dates or periods
263,Alys Logan,3,0,10,PERSON,"People, including fictional"
264,"Monday, August 28, 1922",1,0,23,DATE,Absolute or relative dates or periods
264,Grey,3,0,4,PERSON,"People, including fictional"
264,one,5,21,24,CARDINAL,Numerals that do not fall under another type
264,½ m.[ile] away),5,89,104,QUANTITY,"Measurements, as of weight or distance"
264,the afternoon,5,115,128,TIME,Times smaller than a day
264,Alys,5,171,175,PERSON,"People, including fictional"
264,B.B.,6,0,4,PERSON,"People, including fictional"
264,Nicky,6,9,14,PERSON,"People, including fictional"
264,Munich,6,21,27,GPE,"Countries, cities, states"
264,Dresden,6,32,39,GPE,"Countries, cities, states"
265,"Tuesday, August 29, 1922",1,0,24,DATE,Absolute or relative dates or periods
265,A GLORIOUS day,3,0,14,DATE,Absolute or relative dates or periods
265,God,3,39,42,PERSON,"People, including fictional"
265,1914,3,121,125,DATE,Absolute or relative dates or periods
265,Barbara,3,151,158,PERSON,"People, including fictional"
265,Germans,3,209,216,NORP,Nationalities or religious or political groups
265,Germans,3,237,244,NORP,Nationalities or religious or political groups
265,Barb,3,263,267,PERSON,"People, including fictional"
265,God,3,305,308,PERSON,"People, including fictional"
265,The Pond and Boat,4,0,17,WORK_OF_ART,"Titles of books, songs, etc."
265,Regis,4,102,107,PERSON,"People, including fictional"
266,"Wednesday, August 30, 1922",1,0,26,DATE,Absolute or relative dates or periods
266,St. Leonard’s Terrace SW. 3,2,3,30,FAC,"Buildings, airports, highways, bridges, etc."
266,St. Leonard’s Terrace SW. 3,5,3,30,FAC,"Buildings, airports, highways, bridges, etc."
266,Barbara,5,37,44,PERSON,"People, including fictional"
266,Grace,6,33,38,PERSON,"People, including fictional"
266,N.G.,6,58,62,FAC,"Buildings, airports, highways, bridges, etc."
266,Yesterday,6,63,72,DATE,Absolute or relative dates or periods
266,Christopher,7,4,15,PERSON,"People, including fictional"
266,Dermod,8,7,13,PERSON,"People, including fictional"
266,Barbara,8,22,29,PERSON,"People, including fictional"
266,night,10,6,11,TIME,Times smaller than a day
266,Alys,10,27,31,PERSON,"People, including fictional"
266,3,11,1,2,CARDINAL,Numerals that do not fall under another type
266,B.B.,12,0,4,PERSON,"People, including fictional"
266,Nicky,12,9,14,PERSON,"People, including fictional"
266,Regensburg,12,18,28,GPE,"Countries, cities, states"
266,two,13,17,20,CARDINAL,Numerals that do not fall under another type
267,"Thursday, August 31, 1922",1,0,25,DATE,Absolute or relative dates or periods
267,Barbara,3,13,20,PERSON,"People, including fictional"
267,all day,3,21,28,DATE,Absolute or relative dates or periods
267,Logan,3,40,45,PERSON,"People, including fictional"
267,Logan,3,204,209,PERSON,"People, including fictional"
267,Grace,5,0,5,PERSON,"People, including fictional"
267,the Heaton Ellises,5,10,28,PERSON,"People, including fictional"
268,"Friday, September 1, 1922",1,0,25,DATE,Absolute or relative dates or periods
268,Barbara,3,0,7,PERSON,"People, including fictional"
269,"Saturday, September 2, 1922",1,0,27,DATE,Absolute or relative dates or periods
269,Copse Cottage,2,0,13,PERSON,"People, including fictional"
269,Barbara,4,17,24,PERSON,"People, including fictional"
269,Ray,4,53,56,PERSON,"People, including fictional"
269,Olwin,5,0,5,PERSON,"People, including fictional"
269,Simon Bussy,5,15,26,PERSON,"People, including fictional"
269,Barbara,5,41,48,PERSON,"People, including fictional"
269,B.B.,6,30,34,PERSON,"People, including fictional"
269,Nicky,6,39,44,PERSON,"People, including fictional"
269,Dresden,6,55,62,GPE,"Countries, cities, states"
270,"Sunday, September 3, 1922",1,0,25,DATE,Absolute or relative dates or periods
270,Copse Cottage,2,24,37,WORK_OF_ART,"Titles of books, songs, etc."
270,Paradise,3,24,32,LOC,"Non-GPE locations, mountain ranges, bodies of water"
270,William James,4,12,25,PERSON,"People, including fictional"
270,Florence,4,41,49,GPE,"Countries, cities, states"
270,April 2. 1893,4,51,64,DATE,Absolute or relative dates or periods
270,Berenson,5,101,109,PERSON,"People, including fictional"
270,B.,5,156,158,PERSON,"People, including fictional"
270,Berenson,5,638,646,PERSON,"People, including fictional"
270,Loeser,5,648,654,PERSON,"People, including fictional"
270,Costa,5,658,663,PERSON,"People, including fictional"
271,"Monday, September 4, 1922",1,0,25,DATE,Absolute or relative dates or periods
271,Ray,2,0,3,PERSON,"People, including fictional"
271,Oliver,2,8,14,PERSON,"People, including fictional"
271,Christoph]er,2,28,40,PERSON,"People, including fictional"
271,Barbara,2,45,52,PERSON,"People, including fictional"
271,Haslemere,2,76,85,GPE,"Countries, cities, states"
272,"Tuesday, September 5, 1922",1,0,26,DATE,Absolute or relative dates or periods
272,Copse CottageRay,2,0,16,PERSON,"People, including fictional"
272,Hot and heavy,4,0,13,PERSON,"People, including fictional"
272,the Children’s Paradise,5,20,43,FAC,"Buildings, airports, highways, bridges, etc."
272,Barbara,5,45,52,PERSON,"People, including fictional"
272,John Strachey,5,92,105,PERSON,"People, including fictional"
272,Ralph,5,107,112,PERSON,"People, including fictional"
272,2nd,5,115,118,ORDINAL,"""first"", ""second"", etc."
