"Page No.","Diary Page","Entity No.","Authority Name",Entity (Value),Entity Type,"Note 1 Descriptor","Note 2 Context","Note 3 Relationship to Mary",Related Quotes,quotes,Related Footnotes,footnotes,Notes / Questions,DIsambiguation URL 1,DIsambiguation URL 2,DIsambiguation URL 3,
28,[116 0123],2068,,[approval of Mr. Stuyvesant],sentiment,,,,"She is not at all stupid, though. Mr. Stuyvesant is, but so thoroughly a gentleman, and so evidently good, that he is delightful.","She is not at all stupid, though. Mr. Stuyvesant is, but so thoroughly a gentleman, and so evidently good, that he is delightful.",,,,,,,
28,[116 0123],2069,Winthrop Chanler Rutherfurd,Mr. Rutherford,person,public figure,mentions,,,,,,,https://en.wikipedia.org/wiki/Winthrop_Rutherfurd,,,
28,[116 0123],2070,,[commentary on the English aristocracy],sentiment,,,,"His brother, Mr. Rutherford, who is building a house near by, is just like a bursting English squire of the best type.","His brother, Mr. Rutherford, who is building a house near by, is just like a bursting English squire of the best type.",,,,,,,
,[116 0123],2071,,English,misc,proper noun adjective,,,,,,,,,,,misc
28,[116 0123],2072,Rutherfurd Hall,a house near by,location,landmark,mentions,,,,,,"It was Rutherfurd Stuyvesant's youngest brother, Winthrop Chanler Rutherfurd (1862-1944), who built the home known by the family as the ""Big House"", identified by the rest of us as Rutherfurd Hall.",http://www.njskylands.com/hs_rutherfurd_121,,,
28,[117 0124],2073,Tranquility Farms,Tranquillity Farm,location,estate,diary entry header,,,,,,,,,,
28,[117 0124],2074,,"Saturday, Dec. 20, 1903",date,,diary entry header,,,,,,,,,,
28,[117 0124],2075,Bernard Berenson,Bernhard,person,,TO DO,,,,,,,,,,
28,[117 0124],2076,Rutherfurd Stuyvesant,Stuyvesants [Mr. Stuyvesant],person,public figure,interacts with,,,,,,,,,,
28,[117 0124],2077,Countess Mathilde Elizabeth Loewenguth de Wassanaer Stuyvesant,Stuyvesants [Mrs. Stuyvesant],person,,interacts with,,,,,,,,,,
28,[117 0124],2078,Solomon,Soloman,person,historic,mentions,,,,,,,https://en.wikipedia.org/wiki/Solomon,,,
28,[117 0124],2079,,[comparison of Bernard to Solomon],sentiment,,,,"It poured all day, and Bernhard, mopping his streaming eyes, talked from morn till eve, to the surprise of the Stuyvesants, who are a rather silent set. He was like Soloman, and the number of his proverbs was a thousand and one.","It poured all day, and Bernhard, mopping his streaming eyes, talked from morn till eve, to the surprise of the Stuyvesants, who are a rather silent set. He was like Soloman, and the number of his proverbs was a thousand and one.",,,,,,,
28,[117 0124],2080,The Metropolitan Museum of Art,Museum,location,cultural heritage institution,mentions,,,,,,,https://books.google.com/books?id=2GgEAAAAYAAJ&pg=RA1-PA116&lpg=RA1-PA116&dq=Rutherfurd+Stuyvesant+museum&source=bl&ots=rmSNuRfRtq&sig=wXN231UU66UVjZavdnhZvNhLGJc&hl=en&sa=X&ved=0ahUKEwj4y7nW1-LbAhWj44MKHeuqAiIQ6AEIrAEwDA#v=onepage&q=Rutherfurd%20Stuyvesant%20museum&f=false,,,
28,[117 0124],2081,Countess Mathilde Elizabeth Loewenguth de Wassanaer Stuyvesant,Mrs. Stuyvesant,person,,interacts with,,,,,,,,,,
28,[117 0124],2082,Bernard Berenson,Bernhard,person,,TO DO,,,,,,,,,,
28,[117 0124],2083,"Henry Otis Chapman, Sr.",Mr. Chapman,person,architect,interacts with / dines with,,,,,,,,,,
28,[117 0124],2084,,[commentary on Mr. Chapman],sentiment,,,,"very charming, burningly sincere, but not at all intellectual.","very charming, burningly sincere, but not at all intellectual.",,,,,,,
28,[117 0124],2085,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
28,[117 0124],2086,,New York,location,city,diary entry header,,,,,,,,,,
28,[117 0124],2087,,"Monday, Dec. 21, 1903",date,,diary entry header,,,,,,,,,,
28,[117 0124],2088,"Elizabeth Winthrop Chanler or 
Margaret Livingston Chanler",Miss Chanler,person,,interacts with,,,,,,,https://americanart.si.edu/artwork/elizabeth-winthrop-chanler-mrs-john-jay-chapman-21621,https://digitalcollections.nypl.org/items/510d47de-7e1b-a3d9-e040-e00a18064a99,,
28,[117 0124],2089,Cora F. Burr Harden,Cora Harden,person,,interacts with / dines with,,,,,,,,,,
28,[117 0124],2090,Bernard Berenson,Bernhard,person,,TO DO,,,,,,,,,,
28,[117 0124],2091,,[Bernard's health],sentiment,,,,"Bernhard, in extremis with his cold, joined me there.","Bernhard, in extremis with his cold, joined me there.",,,,,,,
28,[117 0124],2092,Fafner _,Fafner,person,,interacts with / dines with,,,,,,,,,,
28,[117 0124],2093,Bond Thomas,Bond,person,,interacts with,,,,,,,,,,
28,[117 0124],2094,Josephine _,Josephine,person,,interacts with,,,,,,,,,,
28,[117 0124],2095,Bond Thomas,Bond,person,,mentions,,,,,,,,,,
28,[117 0124],2096,Josephine _,Josephine,person,,mentions,,,,,,,,,,
28,[118 0125],2097,,[commentary on Bond's relationship],sentiment,,,,"Bond is delightful. Josephine seems rather dull, and her sister pert and ill-bred somehow. But Bond is happy at last.","Bond is delightful. Josephine seems rather dull, and her sister pert and ill-bred somehow. But Bond is happy at last.",,,,,,,
28,[118 0125],2098,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
28,[118 0125],2099,,New York,location,city,diary entry header,,,,,,,,,,
28,[118 0125],2100,,"Tuesday, Dec. 22, 1903",date,,diary entry header,,,,,,,,,,
28,[118 0125],2101,Charles Tyson Yerkes,Mr. Yerkes,person,businessperson,interacts with,,,,,,,https://en.wikipedia.org/wiki/Charles_Yerkes,,,
28,[118 0125],2102,,Persian rugs,visual art,textiles,experiences,,,,,,,,,,
28,[118 0125],2103,,one or two forgeries by Costantini,visual art,painting,,,,,,,,,,,
28,[118 0125],2104,Giuseppe Constantini,Constantini,person,artist-painter,mentions,,,,,,,http://artist.christies.com/Giuseppe-Constantini-16683.aspx,,,
28,[118 0125],2105,,[questioning authenticity],sentiment,,,,one or two forgeries by Costantini,one or two forgeries by Costantini,,,,,,,
28,[118 0125],2106,Florence Bayard Lockwood LaFarge,Florence,person,,interacts with / dines with,,,,,,,,,,
28,[118 0125],2107,Mrs. _ Hewett,Mrs. Hewett,person,,interacts with / dines with,,,,,,"possibly one of Abram Hewitt's daughters: Hewitt's daughters, Amy, Eleanor, and Sarah Hewitt, built an astonishing decorative arts collection that was for years exhibited at the Cooper Union and later became the core collection of the Cooper-Hewitt National Design Museum",https://en.wikipedia.org/wiki/Abram_Hewitt,,,
28,[118 0125],2108,Mrs. _ Russell,Mrs. Russell,person,,interacts with / dines with,,,,,,,,,,
28,[118 0125],2109,Elsie Clews Parsons,Mrs. Parsons,person,public figure / scholar,interacts with / dines with,,,,,,,,,,
28,[118 0125],2110,Florence Bayard Lockwood LaFarge,Mrs. (Florence Lockwood) Grant Lafarge,person,,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Christopher_La_Farge,,,
28,[118 0125],2111,Frances Willing Lockwood Wharton,Mrs. Harry Wharton,person,,mentions,,,,,,,https://www.findagrave.com/memorial/26715551/florence-lockwood,,,
28,[118 0125],2112,,[criticism of Mrs. Lafarge's talking],sentiment,,,,"Mrs. (Florence Lockwood) Grant Lafarge — the most vehement talker I ever met. They say she and her sister (now Mrs. Harry Wharton) used to talk even when they were brushing their teeth! She was filled up with superior clichés, but I did not catch her mind en flagrant délit de penser once. Pretty, but — una basta!","Mrs. (Florence Lockwood) Grant Lafarge — the most vehement talker I ever met. They say she and her sister (now Mrs. Harry Wharton) used to talk even when they were brushing their teeth! She was filled up with superior clichés, but I did not catch her mind en flagrant délit de penser once. Pretty, but — una basta!",,,,,,,
28,[119 0126],2113,,[criticism of Mrs. Lafarge's tea],sentiment,,,,"On the whole, [119 0126] it was a frumpy, meaningless gathering, and we ate far too much, and sat far too long.","On the whole, [119 0126] it was a frumpy, meaningless gathering, and we ate far too much, and sat far too long.",,,,,,,
28,[119 0126],2114,Florence Mosher,Florence Mosher,person,,interacts with / dines with,,,,,,,https://www.ancestry.com/genealogy/records/florence-mosher_144370729,,,
28,[119 0126],2115,Sybil Carlisle,Miss Carlyle,person,artist-actor,interacts with / dines with,,,,,,,http://id.loc.gov/authorities/names/no2008120861.html,,,
28,[119 0126],2116,The Admiral Crichton,“Admirable Creighton”,theater,,mentions,,,,,,,https://en.wikipedia.org/wiki/The_Admirable_Crichton,,,
28,[119 0126],2117,Bliss Carman,Bliss Carman,person,artist-poet,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Bliss_Carman,,,
28,[119 0126],2118,Mancuse Conway,Mancuse Conway,person,,interacts with / dines with,,,,,,,,,,
28,[119 0126],2119,John White Alexander,Alexanders [Mr. Alexander],person,artist-painter,interacts with / dines with,,,,,,,,,,
28,[119 0126],2120,Elizabeth Alexander Alexander,Alexanders [Mrs. Alexander],person,,interacts with / dines with,,,,,,,,,,
28,[119 0126],2121,Mr. _ Truche,Truches [Mr. Truche],person,,interacts with / dines with,,,,,,,,,,
28,[119 0126],2122,Mrs. _ Truche,Truches [Mrs. Truche],person,,interacts with / dines with,,,,,,,,,,
28,[119 0126],2123,Mabel Thayer Jacacci,Mrs. Jacacci,person,,interacts with / dines with,,,,,,,,,,
28,[119 0126],2124,Norman Hapgood,Norman,person,artist-writer,interacts with / dines with,,,,,,,,,,
28,[119 0126],2125,Kenyon Cox,Kenyon Coxes [Mr. Cox],person,artist-painter,interacts with / dines with,,,,,,,,,,
28,[119 0126],2126,Louise Howland King Cox,Kenyon Coxes [Mrs. Cox],person,artist-painter,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Louise_Cox_(painter),,,
28,[119 0126],2127,Samuel Isham,[Mr. Isham],person,artist-painter,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Samuel_Isham,,,
28,[119 0126],2128,Miss _ Isham,Miss Isham,person,,interacts with / dines with,,,,,,,,,,
28,[119 0126],2129,Wendell Phillips Garrison,Mr. Garrison,person,public figure,interacts with / dines with,,,,,,,,,,
28,[119 0126],2130,,[commentary on the Coxes],sentiment,,,,"Mrs. Kenyon Cox seems a decent sort, but loud and boisterous and not lady like very. Kenyon is cantankerous but sincere, and he is always thinking.","Mrs. Kenyon Cox seems a decent sort, but loud and boisterous and not lady like very. Kenyon is cantankerous but sincere, and he is always thinking.",,,,,,,
28,[119 0126],2131,Louise Howland King Cox,Mrs. Kenyon Cox,person,,mentions,,,,,,,,,,
28,[119 0126],2132,Kenyon Cox,Kenyon,person,,mentions,,,,,,,,,,
28,[119 0126],2133,,[boredom],sentiment,,,,But on the whole it was one of the most boring dinners we’ve had.,But on the whole it was one of the most boring dinners we’ve had.,,,,,,,
28,[120 0127],2134,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
28,[120 0127],2135,,New York,location,city,diary entry header,,,,,,,,,,
28,[120 0127],2136,,"Wednesday, Dec. 23, 1903",date,,diary entry header,,,,,,,,,,
28,[120 0127],2137,Elsie de Wolfe,Miss de Wolfe,person,artist-actor,interacts with / dines with,,,,,,,,,,
28,[120 0127],2138,Gladys Baldwin,Gladys,person,,mentions,,,,,,,,,,
28,[120 0127],2139,Elisabeth Marbury,Miss Marbury,person,producer,interacts with / dines with,,,,,,,,,,
28,[120 0127],2140,Mr. _ Gregory,Mr. Gregory,person,,interacts with / dines with,,,,,,,,,,
28,[120 0127],2141,,Marchese di San Vito,person,public figure,interacts with / dines with,,,,,,,,,,
28,[120 0127],2142,Mr. _ Gayley,Gayleys [Mr. Gayley],person,,interacts with / dines with,,,,,,,,,,
28,[120 0127],2143,Mrs. _ Gayley,Gayleys [Mrs. Gayley],person,,interacts with / dines with,,,,,,,,,,
28,[120 0127],2144,Bernard Berenson,B. B.,person,,interacts with,,,,,,,,,,
28,[120 0127],2145,,[Bernard's criticism of American women],sentiment,,,,"The spirit descended on B. B. and he denounced the American Woman who lives in her “invisible harem”, despising the people who are making her country, knowing nothing of the real things in politics and business that are being done. Mrs. Gayley was aghast, and stirred to the depths. Mr. Gayley’s eyes twinkled, but he was cowardly and wouldn’t say a word. Bernhard [121 0128] said (what is true) that the real talk only began when the ladies left the table.","The spirit descended on B. B. and he denounced the American Woman who lives in her “invisible harem”, despising the people who are making her country, knowing nothing of the real things in politics and business that are being done. Mrs. Gayley was aghast, and stirred to the depths. Mr. Gayley’s eyes twinkled, but he was cowardly and wouldn’t say a word. Bernhard [121 0128] said (what is true) that the real talk only began when the ladies left the table.",,,,,,,
28,[120 0127],2146,,American,misc,proper noun adjective,mentions,,,,,,,,,,
28,[121 0128],2147,Mrs. _ Gayley,Mrs. Gayley,person,,interacts with / dines with,,,,,,,,,,
28,[121 0128],2148,Mr. _ Gayley,Mr. Gayley,person,,interacts with / dines with,,,,,,,,,,
28,[121 0128],2149,Bernard Berenson,Bernhard,person,,mentions,,,,,,,,,,
28,[121 0128],2150,Miss _ Bustan,Miss Bustan,person,,interacts with / dines with,,,,,,,,,,
28,[121 0128],2151,Andrew Carnegie,Carnegie,person,businessman / public figure,mentions,,,,,,,https://en.wikipedia.org/wiki/Andrew_Carnegie,,,
28,[121 0128],2152,Charles M. Schwab,Schwab,person,businessman / public figure,mentions,,,,,,,https://en.wikipedia.org/wiki/Charles_M._Schwab,,,
28,[121 0128],2153,Andrew Carnegie,Carnegie,person,businessman / public figure,mentions,,,,,,,,,,
28,[121 0128],2154,Charles M. Schwab,Schwab,person,businessman / public figure,mentions,,,,,,,,,,
28,[121 0128],2155,,[women criticized by men for talking],sentiment,,,,"Miss Bustan, who was the only other guest, said that an evening there, when Carnegie, Schwab, etc., were present, talking about iron, she tried to start a little (what she called) interesting conversation. Carnegie turned to her with snapping eyes and said, “Hush — can’t you keep still wile a great man (Schwab) is talking?”","Miss Bustan, who was the only other guest, said that an evening there, when Carnegie, Schwab, etc., were present, talking about iron, she tried to start a little (what she called) interesting conversation. Carnegie turned to her with snapping eyes and said, “Hush — can’t you keep still wile a great man (Schwab) is talking?”",,,,,,,
29,[121 0128],2156,Mrs. _ Gayley,Mrs. Gayley,person,,interacts with / dines with,,,,,,,,,,
29,[121 0128],2157,,American,misc,proper noun adjective,mentions,,,,,,,,,,
29,[122 0129],2158,,[devaluing of women in general by Mary; Bernard commentary on American overvaluing of women],sentiment,,,,"And dear me, you only have to be with them 10 minutes to see that he is worth a thousand of her. But, as Bernhard remarked, an American’s house is his wife’s castle — nothing is allowed to disturb her sweet will.","And dear me, you only have to be with them 10 minutes to see that he is worth a thousand of her. But, as Bernhard remarked, an American’s house is his wife’s castle — nothing is allowed to disturb her sweet will.",,,,,,,
29,[122 0129],2159,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
29,[122 0129],2160,,New York,location,city,diary entry header,,,,,,,,,,
29,[122 0129],2161,,"Thursday, Dec. 24, 1903",date,,diary entry header,,,,,,,,,,
29,[122 0129],2162,Hutchins Hapgood,Hutchins,person,artist-writer,interacts with / dines with,,,,,,,,,,
29,[122 0129],2163,Abraham Cahan,Mr. Cahan,person,artist-writer / public figure,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Abraham_Cahan,,,
29,[122 0129],2164,,Russian,misc,proper noun adjective,,,,,,,,,,,
29,[122 0129],2165,,[Jewishness],theme,,mentions,,"Hutchins brought Mr. Cahan to lunch, a mystical anarchist, Russian Jew, the usual type of intellect and emotion but sweeter and more attractive than most. Not really intellectual, however, any more than Zangwill or Fleischer.","Hutchins brought Mr. Cahan to lunch, a mystical anarchist, Russian Jew, the usual type of intellect and emotion but sweeter and more attractive than most. Not really intellectual, however, any more than Zangwill or Fleischer.",,,,,,,
29,[122 0129],2166,,[characterization of Abraham Cahan],sentiment,,,,"Hutchins brought Mr. Cahan to lunch, a mystical anarchist, Russian Jew, the usual type of intellect and emotion but sweeter and more attractive than most. Not really intellectual, however, any more than Zangwill or Fleischer.","Hutchins brought Mr. Cahan to lunch, a mystical anarchist, Russian Jew, the usual type of intellect and emotion but sweeter and more attractive than most. Not really intellectual, however, any more than Zangwill or Fleischer.",,,,,,,
29,[122 0129],2167,Israel Zangwill,Zangwill,person,artist-writer,mentions,,,,,,,https://en.wikipedia.org/wiki/Israel_Zangwill,,,
29,[122 0129],2168,Charles Fleischer,Fleischer,person,,mentions,,,,,,,"https://en.wikisource.org/wiki/The_Encyclopedia_Americana_(1920)/Fleischer,_Charles",,,
29,[122 0129],2169,Senda Berenson Abbott,Senda,person,,interacts with,family-extended,,,,,,,,,
29,[122 0129],2170,"Elizabeth ""Bessie"" Berenson",Bessie,person,,interacts with,family-extended,,,,,,,,,
29,[122 0129],2171,Parsifal,Parsifal,theater,opera,experiences,,,,,,,https://en.wikipedia.org/wiki/Parsifal,,,
29,[122 0129],2172,,[distaste of the opera Parsifal],sentiment,,,,I took Senda and Bessie to hear Parsifal - a dreary bore...,I took Senda and Bessie to hear Parsifal - a dreary bore...,,,,,,,
29,[122 0129],2173,Barnard Berenson,Bernhard,person,,TO DO,,,,,,,,,,
29,[122 0129],2174,Elsie de Wolfe,Elsie de Wolfe,person,artist-actor,mentions,,,,,,,,,,
29,[122 0129],2175,William Bourke Cockran,Mr. Bourke Cochran,person,politial figure,mentions,,,,,,,https://en.wikipedia.org/wiki/William_Bourke_Cockran,,,
29,[123 0130],2176,Pierre Troubetzkoy,Prince Trowbetskoi,person,artist-painter,mentions,,,,,,,https://www.metmuseum.org/art/collection/search/267756,,,
29,[123 0130],2177,Amelie Rives,Amélie Rives,person,,mentions,,,,,,,,,,
29,[123 0130],2178,,Ivy Cottage,location,accommodation,diary entry header,,,,,,,,,,
29,[123 0130],2179,"Germantown, NY",Germantown,location,city,diary entry header,,,,,,,,,,
29,[123 0130],2180,,"Friday, Christmas Day",date,,diary entry header,,,,,,,,,,
29,[123 0130],2181,,"[Dec. 25, 1904]",date,,diary entry header,,,,,,,,,,
29,[123 0130],2182,Wilson _,Wilson,person,,interacts with / dines with,,,,,,,,,,
29,[123 0130],2183,Elizabeth Pearshall Smith,Aunty Lill,person,,interacts with / dines with,family-extended,,,,,,,,,
29,[123 0130],2184,,Germantown,location,city,mentions,,,,,,,,,,
29,[123 0130],2185,,[negative opinion of Germantown],sentiment,,,,"A “désillusion” — all Germantown, the dreamt of home of my youth, looked deadly suburb and and “middle”.","A “désillusion” — all Germantown, the dreamt of home of my youth, looked deadly suburb and and “middle”.",,,,,,,
29,[123 0130],2186,Alban _,Alban,person,,interacts with / dines with,family-extended,,,,,,,,,
29,[123 0130],2187,Emma _,Emma,person,,interacts with / dines with,family-extended,,,,,,,,,
29,[123 0130],2188,Elizabeth Pearshall Smith,Aunty Lill,person,,interacts with / dines with,family-extended,,,,,,,,,
29,[123 0130],2189,,[Salvation],theme,,,,"Aunty Lill kept asking me if I felt I was ""washed in the Blood"" each morning","Aunty Lill kept asking me if I felt I was ""washed in the Blood"" each morning",,,,,,,
29,[123 0130],2190,,Atonement,theme,,,,"also ""rooted in Atonement.""","also ""rooted in Atonement.""",,,,,,,
29,[123 0130],2191,Alban_,Alban,person,,interacts with / dines with,family-extended,,,,,,,,,
29,[123 0130],2192,,[positive opinion of Alban],sentiment,,,,"Alban was the only bright spot, He’s a good fellow. [124 0131] He spends every evening with Aunty — never goes anywhere or sees anyone. What a life!","Alban was the only bright spot, He’s a good fellow. [124 0131] He spends every evening with Aunty — never goes anywhere or sees anyone. What a life!",,,,,,,
29,[123 0130],2193,Elizabeth Pearshall Smith,Aunty,person,,interacts with / dines with,family-extended,,,,,,,,,
29,[124 0131],2194,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
29,[124 0131],2195,,New York,location,city,diary entry header,,,,,,,,,,
29,[124 0131],2196,,"Saturday, Dec. 26, 1903",date,,diary entry header,,,,,,,,,,
29,[124 0131],2197,David Bispham,David Bispham,person,artist-musician,interacts with,,,,,,,https://en.wikipedia.org/wiki/David_Bispham,,,
29,[124 0131],2198,National Arts Club,Arts Club,location,club,dines at,,,,,,,http://www.nationalartsclub.org/history,,,
29,[124 0131],2199,Frank Jewett Mather,[Mr. Mather],person,journalist,interacts with / dines with,,,,,,,,,,
29,[124 0131],2200,Miss _ Mather,Miss Mather,person,,interacts with / dines with,,,,,,Could be one of his sisters - Margaret or Eloise,https://www.findagrave.com/memorial/94251698/frank-jewett-mather,,,
29,[124 0131],2201,Mr. _ Corbyn,[Mr. Corbyn],person,,interacts with / dines with,,,,,,Could be one of these Corbins,https://en.wikipedia.org/wiki/Corbin_(surname),,,
29,[124 0131],2202,Mrs. _ Corbyn,Mrs. Corbyn,person,,interacts with / dines with,,,,,,,,,,
29,[124 0131],2203,Bryson Burroughs,Bryson Burroughs,person,artist-painter,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Bryson_Burroughs,,,
29,[124 0131],2204,Senda Berenson Abbott,Senda,person,,interacts with / dines with,family-extended,,,,,,,,,
29,[124 0131],2205,"Elizabeth ""Bessie"" Berenson",Bessie,person,,interacts with / dines with,family-extended,,,,,,,,,
29,[124 0131],2206,"Flushing, Queens",Flushing,location,neighborhood,visits,,,,,,,,,,
29,[124 0131],2207,Bryson Burroughs,Bryson,person,artist-painter,interacts with / dines with,,,,,,,,,,
29,[124 0131],2208,,stained glass,visual art,stained glass,mentions,,,,,,,,,,
29,[124 0131],2209,,[feelings on purpose of stained glass],sentiment,,,,"Had a rousing argument with Bryson about stained glass. The point of it is that a window must be a feature of the architecture, not just a hole in the side of the wall to let a picture in.","Had a rousing argument with Bryson about stained glass. The point of it is that a window must be a feature of the architecture, not just a hole in the side of the wall to let a picture in.",,,,,,,
29,[124 0131],2210,Edith _,Edith,person,,interacts with / dines with,,,,,,"Could be Edith Rockefeller McCormick, Edith Greenough Wendell or Edith Woodman Burroughs?",,,,
29,[124 bis 0132],2211,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
29,[124 bis 0132],2212,,New York,location,city,diary entry header,,,,,,,,,,
29,[124 bis 0132],2213,,"Sunday, Dec. 27, 1903",date,,diary entry header,,,,,,,,,,
29,[124 bis 0132],2214,William MacKay Laffan,[Mr. Laffan],person,public figure / businessman,interacts with / dines with,,,,,,,,,,
29,[124 bis 0132],2215,Mrs. _ Laffan,Mrs. Laffan,person,,interacts with / dines with,,,,,,,,,,
29,[124 bis 0132],2216,,[Laffan's collection of Asian art],visual art,art collection,experiences,,"Lunched with Mr. and Mrs. Laffan, and saw his Chinese and Japanese things.","Lunched with Mr. and Mrs. Laffan, and saw his Chinese and Japanese things.",,,,,,,
29,[124 bis 0132],2217,,[Chinese things],visual art,art defined by region,experiences,,,,,,,,,,
,,2218,,Japanese things,visual art,art defined by region,experiences,,,,,,,,,,
29,[124 bis 0132],2219,Mr. _ Johnson,Johnsons [Mr. Johnson],person,,interacts with,,,,,,Could be Robert Underwood Johnson or John Graver Johnson?,,,,
29,[124 bis 0132],2220,Mrs. _Johnson,Johnsons [Mrs. Johnson],person,,interacts with,,,,,,,,,,
29,[124 bis 0132],2221,Century Association,Century,location,club,visits,,,,,,,,,,
29,[124 bis 0132],2222,Bernard Berenson,B. B.,person,,mentions,,,,,,,,,,
29,[124 bis 0132],2223,Metropolitan Museum of Art,Museum,location,cultural heritage institutions,mentions,,"Called on the Johnsons (Century), who acclaimed B. B. as the future director of the Museum.","Called on the Johnsons (Century), who acclaimed B. B. as the future director of the Museum.",,,,,,,
29,[124 bis 0132],2224,,[others' praise of Bernard's art knowledge],sentiment,,,,"Called on the Johnsons (Century), who acclaimed B. B. as the future director of the Museum.","Called on the Johnsons (Century), who acclaimed B. B. as the future director of the Museum.",,,,,,,
29,[124 bis 0132],2225,Norman Hapgood,Norman,person,artist-writer,interacts with,,,,,,,,,,
29,[124 bis 0132],2226,Mrs. _ Lee,Mrs. Lee,person,,interacts with,,,,,,,,,,
29,[124 bis 0132],2227,Mr. _ Putnam,Putnams [Mr. Putnam],person,,interacts with,,,,,,,,,,
29,[124 bis 0132],2228,Mrs. _ Putnam,Putnams [Mrs. Putnam],person,,interacts with,,,,,,,,,,
29,[124 bis 0132],2229,Bernard Berenson,Bernhard,person,,TO DO,,,,,,,,,,
29,[124 bis 0132],2230,,[negative commentary on women's rights advocate],sentiment,,,,"Dined with Putnams, but Bernhard found her much less agreeable and interesting than he expected from his first meeting with her. She is very bitter about women’s lot (despises her little old commonplace sprightly husband), yet insists on being treated not as a reasonable being to talk with, but as a lady to be flirted with and complimented.","Dined with Putnams, but Bernhard found her much less agreeable and interesting than he expected from his first meeting with her. She is very bitter about women’s lot (despises her little old commonplace sprightly husband), yet insists on being treated not as a reasonable being to talk with, but as a lady to be flirted with and complimented.",,,,,,,
29,[124 bis 0132],2231,,[boredom],sentiment,,,,"It was a very boring, unimportant function.","It was a very boring, unimportant function.",,,,,,,
29,[125 0133],2232,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
29,[125 0133],2233,,New York,location,city,diary entry header,,,,,,,,,,
29,[125 0133],2234,,"Monday, Dec. 28, 1903",date,,diary entry header,,,,,,,,,,
29,[125 0133],2235,Miss _ Isham,Miss Isham,person,,interacts with / dines with,,,,,,,,,,
29,[125 0133],2236,Sarah Amelia Hewitt,Mrs. Hewett,person,,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Abram_Hewitt#Early_life,,,
29,[125 0133],2237,Evangeline Wilbour Blashfield,Mrs. Blashfield,person,artist-singer,interacts with / dines with,,Mrs. Blashfield ( a tenor),Mrs. Blashfield ( a tenor),,,,https://en.wikipedia.org/wiki/Edwin_Blashfield#Biography,,,
29,[125 0133],2238,George Bernard Shaw,Bernard Shaw,person,artist-playwright,mentions,,,,,,,https://en.wikipedia.org/wiki/George_Bernard_Shaw,,,
29,[125 0133],2239,Candida,Candida,theater,,experiences,,,,,,,https://en.wikipedia.org/wiki/Candida_(play),,,
29,[125 0133],2240,Bernard Berenson,Bernhard,person,,mentions,,,,,,,,,,
29,[125 0133],2241,Norman Hapgood,Norman Hapgood,person,artist-writer,mentions,,,,,,,,,,
29,[125 0133],2242,,Brooklyn,location,region,visits,,,,,,,,,,
29,[125 0133],2243,Lydia Seaman Haviland Field,Mrs. Field,person,,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Hamilton_Easter_Field#Family_and_personal_life,,,
29,[125 0133],2244,,Plaza Hotel,location,accommodation,diary entry header,,,,,,,,,,
29,[125 0133],2245,,New York,location,city,diary entry header,,,,,,,,,,
29,[125 0133],2246,,"Tuesday, Dec. 29, 1903",date,,diary entry header,,,,,,,,,,
29,[125 0133],2247,Ray Strachey,Ray,person,politial figure,mentions,,,,,,,https://en.wikipedia.org/wiki/Ray_Strachey,,,
29,[125 0133],2248,The Autobiogtaphy of John Stewart Mill,Mill’s Autobiography,literature,,mentions,,,,,,,,,,
29,[125 0133],2249,John Stewart Mill,Mill,person,scholar / public figure,mentions,,,,,,,,,,
29,[125 0133],2250,,[astonishment about Mill's autobiography],sentiment,,,,Ray and her friends are reading Mill’s Autobiography. It seems incredible. What can she think of it?!,Ray and her friends are reading Mill’s Autobiography. It seems incredible. What can she think of it?!,,,,,,,
29,[125 0133],2251,Augusto Florian Iaccaci,Mr. Jacacci,person,artist-painter,interacts with,,,,,,,,,,
29,[125 0133],2252,Florence Dike Reynolds,Florence <Dike> Reynolds,person,,interacts with,,,,,,,,,,
29,[125 0133],2253,Miss _ Gibbs,Miss George B. Gibbs,person,,interacts with / dines with,,,,,,,,,,
29,[125 0133],2254,Mr._ Kent,Mr. Kent,person,,interacts with / dines with,,,,,,,,,,
29,[125 0133],2255,Ralph Barton Perry,[Mr. Perry],person,scholar,interacts with / dines with,,,,,,,,,,
29,[125 0133],2256,Rachel Berenson Perry,Mrs. Perry,person,,interacts with / dines with,,,,,,,,,,
29,[125 0133],2257,The Metropolitan Museum of Art,the Metropolitan,location,cultural heritage institution,visits,,,,,,,,,,
